# Oś czasu CAN — dosłowne linie z logów terminala z 2026-04-10 (7 plików PQ35_TERMINAL_LOG_*.txt).
# Format: opóźnienie_ms przed wysłaniem ramki | ramka (jak z bridge).
# Opóźnienia z różnic timestampów w obrębie segmentu, skala 0.35, clamp 2–45 ms; między plikami — cięte (nowy segment).

# --- 17:44 — postój, magistrala bez prędkości (brak 0x351/0x359 w tym fragmencie) — PQ35_TERMINAL_LOG_2026-04-10_17-44-59.txt linie 6-95 ---
8|0x42B: 0B 02 00 40 00 00
9|0x351: 00 BC 48 00 00 00 00 00
3|0x359: 18 BD 48 70 09 2B 00 00
13|0x42B: 0B 01 00 00 00 00
2|0x151: 00 F0 08 F8
2|0x3C3: 00 00 00 00 80 00 00 FF
2|0x527: 10 BD 48 60 7A 6E 6E 00
2|0x555: E8 37 7E 86 89 00 00 96
2|0x35B: 00 AC 1F BA 08 21 C2 BA
10|0x351: 00 CC 48 00 00 00 00 00
8|0x359: 18 C7 48 E2 09 2B 00 00
2|0x151: 00 F0 58 A8
2|0x3C3: 00 00 00 00 80 A0 00 5F
3|0x555: E8 37 7E 04 89 00 00 96
5|0x35B: 00 94 1F BA 08 21 C2 BB
2|0x65F: 02 57 35 33 31 31 33 35
5|0x42B: 0B 02 00 40 00 00
6|0x351: 00 B0 48 00 00 00 00 00
10|0x42B: 0B 01 00 00 00 00
2|0x359: 18 E7 48 53 0A 2B 00 00
2|0x151: 00 F0 A8 58
6|0x3C3: 00 00 00 00 80 40 00 BF
2|0x527: 10 E7 48 60 7A 6E 6E 00
2|0x555: E8 36 7E 83 89 00 00 96
2|0x65D: BF 86 78 04 00 40 9B 0F
4|0x35B: 00 AC 1F BA 08 21 C2 BB
11|0x351: 00 F4 48 00 00 00 00 00
7|0x571: BC 00 00 00 00 00
2|0x359: 18 E3 48 C5 0A 2B 00 00
4|0x151: 00 F0 F8 08
2|0x3C3: 00 00 00 00 80 E0 00 1F
5|0x555: E8 35 7E 83 88 00 00 96
2|0x35B: 00 88 1F BA 08 21 C2 BC
5|0x42B: 0B 02 00 40 00 00
2|0x65F: 00 00 00 00 00 57 56 57
8|0x351: 00 E4 48 00 00 00 00 00
7|0x42B: 0B 01 00 00 00 00
2|0x359: 18 D9 48 37 0B 2B 00 00
5|0x151: 00 F0 48 B8
2|0x3C3: 00 00 00 00 80 80 00 7F
5|0x527: 10 E5 48 60 7A 6E 6E 00
2|0x555: E8 34 7E 04 88 00 00 96
6|0x35B: 00 70 1F BA 08 21 C2 BC
9|0x351: 00 CA 48 00 00 00 00 00
7|0x359: 18 F7 48 A9 0B 2B 00 00
5|0x151: 00 F0 98 68
2|0x3C3: 20 80 54 81 80 20 00 6A
2|0x555: E8 35 7E 82 87 00 00 96
4|0x42B: 0B 02 00 40 00 00
2|0x35B: 00 88 1F BA 08 21 C2 BD
3|0x65F: 01 5A 5A 5A 31 4B 5A 36
10|0x42B: 0B 01 00 00 00 00
2|0x351: 00 FA 48 00 00 00 00 00
6|0x359: 18 DB 48 1A 0C 2B 00 00
7|0x151: 00 F0 E8 18
2|0x3C3: 20 80 00 00 80 C0 00 9F
3|0x527: 10 DD 48 60 7A 6E 6E 00
2|0x555: E8 37 7E 02 85 00 00 96
2|0x35B: 00 AC 1F BA 08 21 C2 BD
14|0x351: 00 0C 49 00 00 00 00 00
6|0x359: 18 E7 48 8C 0C 2B 00 00
6|0x151: 00 F0 38 C8
2|0x3C3: 00 00 00 00 80 60 00 9F
2|0x42B: 0B 02 00 40 00 00
6|0x555: E8 37 7E 01 84 00 00 96
6|0x35B: 00 B4 1F BA 08 21 C2 BD
2|0x65F: 02 57 35 33 31 31 33 35
4|0x42B: 0B 01 00 00 00 00
5|0x351: 00 D0 48 00 00 00 00 00
5|0x571: BB 00 00 00 00 00
2|0x359: 18 05 49 FE 0C 2B 00 00
2|0x151: 00 F0 88 78
4|0x3C3: 00 00 00 00 80 00 00 FF
5|0x527: 10 D1 48 60 7A 6E 6E 00
2|0x555: E8 36 7E 05 83 00 00 96
2|0x35B: 00 A8 1F BA 08 21 C2 BE
16|0x351: 00 08 49 00 00 00 00 00
3|0x359: 18 DF 48 70 0D 2B 00 00
3|0x42B: 0B 02 00 40 00 00
5|0x151: 00 F0 D8 28
2|0x3C3: 20 80 54 81 80 90 00 FA
2|0x555: E8 37 7E 06 83 00 00 96
4|0x35B: 00 C4 1F BA 08 21 C2 BE
3|0x65F: 00 00 00 00 00 57 56 57
7|0x42B: 0B 01 00 00 00 00
6|0x351: 00 02 49 00 00 00 00 00
5|0x359: 18 EB 48 E2 0D 2B 00 00
2|0x151: 00 F0 28 D8
4|0x3C3: 20 80 00 00 80 30 00 2F
2|0x527: 10 EB 48 60 7A 6E 6E 00
5|0x555: E8 37 7E 85 83 00 00 96
2|0x35B: 00 C8 1F BA 08 21 C2 BE
18|0x351: 00 E6 48 00 00 00 00 00
3|0x42B: 0B 02 00 40 00 00
2|0x359: 18 1B 49 54 0E 2B 00 00
5|0x151: 00 F0 78 88
2|0x3C3: 20 80 00 00 80 D0 00 8F
4|0x555: E8 38 7E 03 84 00 00 96
8|0x35B: 00 AC 1F BA 08 21 C2 BF
2|0x65F: 01 5A 5A 5A 31 4B 5A 36
2|0x42B: 0B 01 00 00 00 00
6|0x351: 00 18 49 00 00 00 00 00
8|0x359: 18 0D 49 C6 0E 2B 00 00
2|0x151: 00 F0 C8 38
4|0x3C3: 20 80 00 00 80 70 00 EF
2|0x527: 10 1B 49 60 7A 6E 6E 00
5|0x555: E8 37 7E 00 85 00 00 96
2|0x65D: BF 86 78 04 00 40 1B 10
2|0x35B: 00 EC 1F BA 08 21 C2 BF
11|0x351: 00 34 49 00 00 00 00 00
4|0x42B: 0B 02 00 40 00 00
4|0x359: 18 1F 49 38 0F 2B 00 00
2|0x151: 00 F0 18 E8
4|0x3C3: 20 80 00 00 80 10 00 4F
2|0x555: E8 38 7E 86 87 00 00 96
5|0x35B: 00 D4 1F BA 08 21 C2 C0
2|0x42B: 0B 01 00 00 00 00
2|0x65F: 02 57 35 33 31 31 33 35
12|0x351: 00 2E 49 00 00 00 00 00
8|0x359: 18 2D 49 AA 0F 2B 00 00
2|0x151: 00 F0 68 98
5|0x3C3: 20 80 00 00 80 B0 00 AF
2|0x527: 10 2D 49 60 7A 6E 6E 00
6|0x555: E8 37 7E 09 89 00 00 96
2|0x35B: 00 BC 1F BA 08 21 C2 C1

# --- 20:22 — dynamiczne zmiany kąta i prędkości — PQ35_TERMINAL_LOG_2026-04-10_18-22-53.txt linie 6-160 ---
8|0x151: 00 F0 58 A8
2|0x3C3: CC 80 54 81 80 90 00 4E
4|0x555: E8 57 7E 00 69 00 00 94
2|0x35B: 00 A0 0D B8 02 1A C2 BB
14|0x42B: 0B 02 00 40 00 00
3|0x351: 00 A4 08 00 00 00 00 00
5|0x359: 18 91 08 05 08 2B 00 00
5|0x151: 00 F0 A8 58
2|0x3C3: 34 81 04 84 80 30 00 92
2|0x527: 10 AF 08 60 7A 71 71 00
2|0x555: E8 59 7E 00 69 00 00 94
5|0x42B: 0B 01 00 00 00 00
2|0x35B: 00 80 0D B8 02 1A C2 BB
2|0x65F: 01 5A 5A 5A 31 4B 5A 36
5|0x571: BC 00 00 00 00 00
7|0x351: 00 42 08 00 00 00 00 00
7|0x359: 18 19 08 12 08 2B 00 00
4|0x151: 00 F0 F8 08
2|0x3C3: 00 82 08 88 80 D0 00 1D
2|0x555: E8 59 7E 02 69 00 00 94
21|0x42B: 0B 02 00 40 00 00
2|0x351: 00 9A 07 00 00 00 00 00
7|0x359: 18 85 07 1E 08 2B 00 00
4|0x151: 00 F0 48 B8
2|0x3C3: AC 82 B0 86 80 70 00 2B
2|0x42B: 0B 01 00 00 00 00
2|0x527: 10 A5 07 60 7A 71 71 00
2|0x555: E8 57 7E 82 69 00 00 94
8|0x35B: 00 68 0D B8 02 1A C2 BB
2|0x65F: 02 57 35 33 31 31 33 35
8|0x351: 00 28 07 00 00 00 00 00
7|0x359: 18 FF 06 2A 08 2B 00 00
8|0x151: 00 F0 98 68
2|0x3C3: 14 83 04 84 80 10 00 D0
2|0x555: E8 58 7E 01 69 00 00 94
3|0x35B: 00 70 0D B8 02 1A C2 BB
9|0x42B: 0B 02 00 40 00 00
4|0x351: 00 9C 06 00 00 00 00 00
8|0x359: 18 7B 06 34 08 2B 00 00
7|0x42B: 0B 01 00 00 00 00
2|0x151: 00 F0 E8 18
2|0x3C3: 34 83 54 81 80 B0 00 C3
2|0x527: 10 8F 06 60 7A 71 71 00
3|0x555: E8 57 7E 00 69 00 00 94
2|0x35B: 00 64 0D B8 02 1A C2 BB
2|0x65F: 00 00 00 00 00 57 56 57
19|0x351: 00 1C 06 00 00 00 00 00
2|0x359: 18 FD 05 3E 08 2B 00 00
6|0x151: 00 F0 38 C8
2|0x3C3: 34 83 00 00 80 50 00 F8
2|0x555: E8 58 7E 00 68 00 00 94
3|0x35B: 00 54 0D B8 02 1A C2 BB
6|0x42B: 0B 02 00 40 00 00
8|0x351: 00 8C 05 00 00 00 00 00
12|0x42B: 0B 01 00 00 00 00
2|0x359: 18 71 05 47 08 2B 00 00
2|0x151: 00 F0 88 78
2|0x3C3: 14 83 00 00 80 F0 00 78
8|0x527: 10 91 05 60 7A 71 71 00
7|0x555: E8 57 7E 81 68 00 00 94
2|0x65D: BF 90 78 04 00 40 AD 0B
2|0x35B: 00 4C 0D B8 02 1A C2 BB
3|0x65F: 01 5A 5A 5A 31 4B 5A 36
3|0x351: 00 E6 04 00 00 00 00 00
5|0x359: 18 D3 04 4F 08 2B 00 00
2|0x151: 00 F0 D8 28
4|0x3C3: AC 82 04 04 80 90 00 39
2|0x555: E8 56 7E 00 68 00 00 94
5|0x35B: 00 44 0D B8 02 1A C2 BB
2|0x42B: 0B 02 00 40 00 00
14|0x351: 00 5C 04 00 00 00 00 00
8|0x42B: 0B 01 00 00 00 00
2|0x359: 18 4B 04 56 08 2B 00 00
2|0x151: 00 F0 28 D8
4|0x3C3: 00 82 B0 06 80 30 00 97
2|0x527: 10 4D 04 60 7A 71 71 00
2|0x555: E8 56 7E 01 68 00 00 94
6|0x35B: 00 40 0D B8 02 1A C2 BB
2|0x65F: 02 57 35 33 31 31 33 35
10|0x351: 00 E0 03 00 00 00 00 00
6|0x359: 18 C9 03 5C 08 2B 00 00
8|0x151: 00 F0 78 88
2|0x3C3: 54 81 B0 06 80 D0 00 A4
4|0x555: E8 57 7E 83 68 00 00 94
2|0x42B: 0B 02 00 40 00 00
3|0x35B: 00 34 0D B8 02 1A C2 BB
11|0x42B: 0B 01 00 00 00 00
2|0x351: 00 46 03 00 00 00 00 00
5|0x359: 18 31 03 61 08 2B 00 00
2|0x151: 00 F0 C8 38
5|0x3C3: 10 81 AC 02 80 70 00 50
5|0x527: 10 63 03 60 7A 71 71 00
2|0x555: E8 59 7E 01 68 00 00 94
6|0x35B: 00 40 0D B8 02 1A C2 BB
2|0x65F: 00 00 00 00 00 57 56 57
5|0x571: BB 00 00 00 00 00
2|0x351: 00 D4 02 00 00 00 00 00
8|0x359: 18 BD 02 66 08 2B 00 00
5|0x151: 00 F0 18 E8
3|0x3C3: 10 81 00 00 80 10 00 5E
2|0x42B: 0B 02 00 40 00 00
4|0x555: E8 5C 7E 82 68 00 00 94
2|0x35B: 00 1C 0D B8 02 1A C2 BB
10|0x42B: 0B 01 00 00 00 00
8|0x351: 00 6C 02 00 00 00 00 00
2|0x359: 18 4D 02 69 08 2B 00 00
3|0x151: 00 F0 68 98
2|0x3C3: 10 81 00 00 80 B0 00 BE
5|0x527: 10 6B 02 60 7A 71 71 00
2|0x555: E8 5D 7E 00 68 00 00 94
3|0x35B: 00 20 0D B8 02 1A C2 BC
2|0x65F: 01 5A 5A 5A 31 4B 5A 36
9|0x351: 00 20 02 00 00 00 00 00
9|0x359: 18 07 02 6D 08 2B 00 00
2|0x42B: 0B 02 00 40 00 00
5|0x151: 00 F0 B8 48
2|0x3C3: 10 81 00 00 80 50 00 1E
3|0x555: E8 5B 7E 00 67 00 00 94
6|0x35B: 00 18 0D B8 02 1A C2 BC
3|0x42B: 0B 01 00 00 00 00
7|0x351: 00 DC 01 00 00 00 00 00
4|0x359: 18 C7 01 6F 08 2B 00 00
5|0x151: 00 F0 08 F8
3|0x3C3: 10 81 00 00 80 F0 00 7E
2|0x527: 10 DB 01 60 7A 71 71 00
2|0x555: E8 5C 7E 00 67 00 00 94
2|0x35B: 00 14 0D B8 02 1A C2 BC
5|0x65F: 02 57 35 33 31 31 33 35
11|0x351: 00 94 01 00 00 00 00 00
11|0x42B: 0B 02 00 40 00 00
2|0x359: 18 95 01 72 08 2B 00 00
2|0x151: 00 F0 58 A8
2|0x3C3: 10 81 00 00 80 90 00 DE
5|0x555: E8 59 7E 01 67 00 00 94
3|0x35B: 00 20 0D B8 02 1A C2 BC
3|0x42B: 0B 01 00 00 00 00
3|0x571: BC 00 00 00 00 00
5|0x351: 00 66 01 00 00 00 00 00
8|0x359: 18 67 01 74 08 2B 00 00
2|0x151: 00 F0 A8 58
3|0x3C3: 10 81 00 00 80 30 00 3E
2|0x527: 10 65 01 60 7A 71 71 00
2|0x555: E8 58 7E 81 67 00 00 94
3|0x65D: BF 90 78 04 00 40 2D 0C
4|0x35B: 00 1C 0D B8 02 1A C2 BC
2|0x65F: 00 00 00 00 00 57 56 57
12|0x351: 00 2E 01 00 00 00 00 00
5|0x42B: 0B 02 00 40 00 00
2|0x359: 18 2F 01 76 08 2B 00 00
2|0x151: 00 F0 F8 08
2|0x3C3: 10 81 00 00 80 D0 00 9E
7|0x35B: 00 18 0D B8 02 1A C2 BC
2|0x42B: 0B 01 00 00 00 00
15|0x351: 00 10 01 00 00 00 00 00
5|0x359: 18 FF 00 77 08 2B 00 00

# --- 20:23 — wąski strumień (0x42B, 0x65D, 0x65F) — PQ35_TERMINAL_LOG_2026-04-10_18-24-02.txt linie 6-90 ---
8|0x42B: 0B 02 00 00 00 00
15|0x42B: 0B 01 00 00 00 00
45|0x65F: 02 57 35 33 31 31 33 35
2|0x42B: 0B 02 00 00 00 00
16|0x42B: 0B 01 00 00 00 00
35|0x65D: BF 90 78 04 00 40 2F 09
8|0x42B: 0B 02 00 00 00 00
5|0x65F: 00 00 00 00 00 57 56 57
15|0x42B: 0B 01 00 00 00 00
45|0x42B: 0B 02 00 00 00 00
8|0x65F: 01 5A 5A 5A 31 4B 5A 36
15|0x42B: 0B 01 00 00 00 00
45|0x42B: 0B 02 00 00 00 00
8|0x65F: 02 57 35 33 31 31 33 35
6|0x42B: 0B 01 00 00 00 00
45|0x42B: 0B 02 00 00 00 00
14|0x65F: 00 00 00 00 00 57 56 57
6|0x42B: 0B 01 00 00 00 00
44|0x42B: 0B 02 00 00 00 00
16|0x65F: 01 5A 5A 5A 31 4B 5A 36
8|0x42B: 0B 01 00 00 00 00
44|0x42B: 0B 02 00 00 00 00
11|0x65D: BF 90 78 04 00 40 AF 09
8|0x42B: 0B 01 00 00 00 00
2|0x65F: 02 57 35 33 31 31 33 35
43|0x42B: 0B 02 00 00 00 00
17|0x42B: 0B 01 00 00 00 00
11|0x65F: 00 00 00 00 00 57 56 57
40|0x42B: 0B 02 00 00 00 00
17|0x42B: 0B 01 00 00 00 00
7|0x65F: 01 5A 5A 5A 31 4B 5A 36
38|0x42B: 0B 02 00 00 00 00
17|0x42B: 0B 01 00 00 00 00
11|0x65F: 02 57 35 33 31 31 33 35
40|0x42B: 0B 02 00 00 00 00
17|0x42B: 0B 01 00 00 00 00
17|0x65F: 00 00 00 00 00 57 56 57
28|0x42B: 0B 02 00 00 00 00
22|0x42B: 0B 01 00 00 00 00
2|0x65D: BF 90 78 04 00 40 2F 0A
16|0x65F: 01 5A 5A 5A 31 4B 5A 36
29|0x42B: 0B 02 00 00 00 00
11|0x42B: 0B 01 00 00 00 00
29|0x65F: 02 57 35 33 31 31 33 35
23|0x42B: 0B 02 00 00 00 00
17|0x42B: 0B 01 00 00 00 00
29|0x65F: 00 00 00 00 00 57 56 57
17|0x42B: 0B 02 00 00 00 00
17|0x42B: 0B 01 00 00 00 00
35|0x65F: 01 5A 5A 5A 31 4B 5A 36
17|0x42B: 0B 02 00 00 00 00
17|0x42B: 0B 01 00 00 00 00
32|0x65F: 02 57 35 33 31 31 33 35
16|0x42B: 0B 02 00 00 00 00
14|0x42B: 0B 01 00 00 00 00
28|0x65D: BF 90 78 04 00 40 AF 0A
8|0x65F: 00 00 00 00 00 57 56 57
15|0x42B: 0B 02 00 00 00 00
13|0x42B: 0B 01 00 00 00 00
45|0x65F: 01 5A 5A 5A 31 4B 5A 36
8|0x42B: 0B 02 00 00 00 00
15|0x42B: 0B 01 00 00 00 00
45|0x65F: 02 57 35 33 31 31 33 35
2|0x42B: 0B 02 00 00 00 00
17|0x42B: 0B 01 00 00 00 00
45|0x65F: 00 00 00 00 00 57 56 57
2|0x42B: 0B 02 00 00 00 00
16|0x42B: 0B 01 00 00 00 00
45|0x42B: 0B 02 00 00 00 00
2|0x65F: 01 5A 5A 5A 31 4B 5A 36
12|0x42B: 0B 01 00 00 00 00
45|0x65D: BF 90 78 04 00 40 2F 0B
8|0x42B: 0B 02 00 00 00 00
2|0x65F: 02 57 35 33 31 31 33 35
14|0x42B: 0B 01 00 00 00 00
45|0x42B: 0B 02 00 00 00 00
11|0x65F: 00 00 00 00 00 57 56 57
7|0x42B: 0B 01 00 00 00 00
45|0x42B: 0B 02 00 00 00 00
11|0x65F: 01 5A 5A 5A 31 4B 5A 36
8|0x42B: 0B 01 00 00 00 00
44|0x42B: 0B 02 00 00 00 00
17|0x65F: 02 57 35 33 31 31 33 35
2|0x42B: 0B 01 00 00 00 00
45|0x42B: 0B 02 00 00 00 00

